feature_name,description,feature_category,coefficient (negative=shorter survival),train_set_mean,train_set_std_dev
hemoglobin nine,NA,notes,-0.009006099,1.14E-05,7.32E-05
hemoglobin seven,NA,notes,-0.002384978,1.75E-06,2.40E-05
hemoperitoneum,NA,notes,-6.79E-05,9.30E-07,6.08E-05
hemoptysis,NA,notes,-0.007718203,3.48E-05,0.000323969
hemorrhage,NA,notes,-0.005841941,4.09E-05,0.000333997
hemorrhagic,NA,notes,-0.002879015,2.26E-05,0.000380257
hemorrhoids,NA,notes,0.000853157,2.76E-06,4.38E-05
heparin drip,NA,notes,-0.002766257,1.06E-06,3.46E-05
heparin gtt,NA,notes,1.33E-05,1.54E-06,3.31E-05
heparin injection,NA,notes,0.00760096,4.94E-06,3.66E-05
hepatectomy,NA,notes,0.002812841,6.16E-05,0.000858577
hepatic artery,NA,notes,-0.007461687,3.04E-05,0.000372157
hepatitis cirrhosis,NA,notes,-0.005467794,1.45E-06,3.57E-05
her,NA,notes,0.003133378,0.004256095,0.006926758
her father,NA,notes,0.003027339,1.89E-05,0.000299708
her pcp,NA,notes,0.008611243,3.48E-05,0.000486124
herceptin,NA,notes,0.019104952,7.17E-05,0.00078561
hernia,NA,notes,0.001352132,0.000150261,0.000855688
hgb seven,NA,notes,-0.003042698,4.71E-06,6.96E-05
hh,NA,notes,-0.005921519,1.66E-05,0.000382901
hire,NA,notes,-0.006303421,1.98E-06,4.44E-05
his,NA,notes,-0.00680523,0.002792029,0.005205569
his brain,NA,notes,-0.005802478,7.83E-06,0.000226226
his daughter,NA,notes,-0.008215354,2.33E-05,0.000272827
his disease,NA,notes,-0.006292174,1.85E-05,0.000132514
his family,NA,notes,-0.003114904,2.76E-05,0.000265988
his pain,NA,notes,0.000382646,3.40E-05,0.000219765
his performance,NA,notes,-0.002455782,1.98E-06,4.09E-05
his wish,NA,notes,-0.004367761,9.19E-07,3.17E-05
history occupational,NA,notes,-0.005654722,1.59E-05,8.91E-05
history of,NA,notes,0.010568226,0.000788293,0.001342581
history physical,NA,notes,0.009075762,8.69E-05,0.000297127
hives,NA,notes,0.000381075,1.27E-05,0.000126551
hodgkin lymphoma,NA,notes,0.01072281,2.72E-06,6.12E-05
hold,NA,notes,-0.008947509,0.000179702,0.000657108
home,NA,notes,-0.000651759,0.000853338,0.002313045
home care,NA,notes,0.009886477,1.90E-05,0.000224947
home health,NA,notes,8.55E-05,4.61E-05,0.000565566
home infusion,NA,notes,-0.003784601,9.05E-06,0.000135632
hormonal,NA,notes,0.000993386,2.62E-05,0.000297673
hormone,NA,notes,-0.009617838,3.00E-05,0.000238653
hospice,NA,notes,-0.052714586,8.00E-05,0.001044524
hospital,NA,notes,-0.02307995,0.000991228,0.001756627
hospital cath,NA,notes,-0.004479436,6.78E-05,0.000296206
hospitalization,NA,notes,-0.007736887,4.73E-05,0.000244635
hospitalize,NA,notes,-0.009295708,2.68E-05,0.000395382
hospitalize for,NA,notes,-0.010148859,6.05E-06,8.46E-05
hot,NA,notes,0.005187743,5.64E-05,0.000490625
hot flash,NA,notes,-0.002943369,3.76E-05,0.000428281
hour,NA,notes,-0.011206822,0.000822228,0.001407969
hour need,NA,notes,-0.009434481,0.000145546,0.00037714
hour prn,NA,notes,-0.00444745,1.34E-05,0.000140273
hours,NA,notes,-0.011507668,0.000102101,0.000548599
house,NA,notes,0.00118822,3.37E-05,0.000295007
housing,NA,notes,-0.004417628,3.79E-05,0.000633282
however,NA,notes,-0.001406613,0.00042977,0.001088308
ht onehundred,NA,notes,0.004812508,3.61E-07,8.23E-06
husband,NA,notes,-0.003159474,0.000267099,0.001241745
hx angioplasty,NA,notes,-0.008839438,5.23E-07,1.48E-05
hx coronary,NA,notes,-0.006308399,2.38E-06,4.17E-05
hx knee,NA,notes,-0.01518782,4.66E-06,5.88E-05
hydration,NA,notes,-0.002015449,8.06E-05,0.000643818
hydrocephalus,NA,notes,-0.010989445,5.75E-06,0.000110509
hydrocodoneacetaminophen seven,NA,notes,-0.004390853,1.12E-06,3.66E-05
hydromorphone,NA,notes,0.00231554,2.71E-05,0.00016725
hydronephrosis,NA,notes,-0.013627821,6.62E-05,0.000559859
hyperbilirubinemia,NA,notes,-0.00232495,2.35E-06,4.52E-05
hypercalcemia,NA,notes,0.008464314,9.06E-06,0.000138252
hypercalcemia of,NA,notes,-0.006563232,2.66E-07,1.17E-05
hypercarbia,NA,notes,0.011233419,3.91E-08,1.48E-06
hypercarbic respiratory,NA,notes,-0.004648421,3.14E-08,3.13E-06
hypercvad,NA,notes,0.0003152,1.37E-06,8.19E-05
hypertension diabetes,NA,notes,-0.005664614,5.70E-06,6.89E-05
hypervascular,NA,notes,0.017495584,7.47E-05,0.000876468
hypoactive delirium,NA,notes,0.000303455,5.84E-08,3.24E-06
hyponatremia,NA,notes,-0.007263531,1.16E-05,0.000104703
hyponatremia likely,NA,notes,-0.008119074,3.24E-07,1.11E-05
hyponatremic,NA,notes,0.006500761,5.18E-07,1.20E-05
hypotension,NA,notes,0.005943578,1.52E-05,0.000130176
hypoxia,NA,notes,0.006280007,6.12E-06,0.000124415
hysterectomy,NA,notes,0.000831332,0.000102569,0.000713526
ibrance,NA,notes,0.01463054,2.18E-05,0.000399252
icdtencm one,NA,notes,-0.000864185,3.90E-06,6.58E-05
icteric,NA,notes,0.0049289,1.93E-06,3.90E-05
icu,NA,notes,0.005616895,2.83E-05,0.000250288
id eighty,NA,notes,-0.012648226,3.29E-06,7.13E-05
id forty,NA,notes,0.016550848,4.91E-06,7.03E-05
idc,NA,notes,0.010196514,2.20E-05,0.000225845
identificationchief,NA,notes,0.006786048,3.34E-06,4.53E-05
identificationchief complaint,NA,notes,0.006786048,3.34E-06,4.53E-05
identify,NA,notes,0.01732955,0.000252599,0.001110146
if labs,NA,notes,-0.007012185,1.58E-05,0.000308909
igg,NA,notes,0.015124265,1.87E-05,0.000208627
iib ttwo,NA,notes,0.005519006,1.51E-06,3.10E-05
ill,NA,notes,0.001342806,1.67E-05,0.000158002
ill appear,NA,notes,-0.00997462,1.76E-06,2.68E-05
illappearing,NA,notes,-0.002902871,1.62E-06,3.54E-05
illicit,NA,notes,0.010242468,1.86E-05,9.90E-05
im,NA,notes,0.005690801,0.000128338,0.001521383
imaging ct,NA,notes,0.004878428,2.61E-05,0.000203316
imm granulocyte,NA,notes,0.001650497,3.14E-06,5.11E-05
immigrate,NA,notes,0.015708908,1.66E-06,3.21E-05
immunodeficiency,NA,notes,-0.001538988,8.04E-07,2.01E-05
in addition,NA,notes,-0.011518421,8.92E-05,0.000406773
in crone,NA,notes,0.00878363,1.27E-06,4.08E-05
in crtwo,NA,notes,-0.000629658,3.62E-07,2.51E-05
in elderly,NA,notes,0.002935724,3.08E-07,1.13E-05
in january,NA,notes,0.013682767,6.38E-05,0.000388174
in six,NA,notes,0.020718249,0.000151567,0.001039433
in wheelchair,NA,notes,-0.008014067,1.09E-05,0.000139982
incision,NA,notes,-0.00294471,0.000180292,0.00065646
incision cdi,NA,notes,0.009738757,7.50E-06,6.17E-05
including,NA,notes,-0.00784753,3.12E-05,0.00039723
incontinent,NA,notes,0.001923702,4.06E-06,0.000100031
increase,NA,notes,-0.03162737,0.000878423,0.002046683
increased,NA,notes,-0.017786255,0.000350841,0.001413908
independent transportation,NA,notes,0.019704778,1.35E-06,1.91E-05
index weightweight,NA,notes,-0.011581161,9.82E-07,1.38E-05
induction chemotherapy,NA,notes,0.006926132,4.75E-06,0.000167756
infarct,NA,notes,0.000966293,2.09E-05,0.000256275
infarcts,NA,notes,0.001025976,1.40E-06,6.40E-05
inferior vena,NA,notes,-0.001226029,9.66E-06,0.000185811
inflammatory breast,NA,notes,-0.015165089,3.23E-06,9.97E-05
inhalation qsixh,NA,notes,-0.001774879,8.00E-07,2.31E-05
inhalation two,NA,notes,-0.0089978,4.23E-07,1.47E-05
initial psa,NA,notes,0.018800417,3.83E-06,7.39E-05
injection,NA,notes,0.015834589,0.000845392,0.003372473
injection four,NA,notes,0.009909645,1.37E-05,7.25E-05
injection onetwo,NA,notes,-0.001607599,1.79E-06,6.63E-05
injection zeroeight,NA,notes,-0.006944771,1.61E-06,2.18E-05
innumerable,NA,notes,-0.008847409,5.23E-05,0.000595689
inpatient,NA,notes,0.002102575,3.06E-05,0.000226604
inr fibmg,NA,notes,0.009194212,1.18E-07,2.76E-06
insertion revision,NA,notes,0.013267405,3.60E-07,1.28E-05
instill three,NA,notes,0.000635719,6.06E-07,1.61E-05
insurance,NA,notes,0.01258994,0.000241175,0.001379331
integrity perineum,NA,notes,-0.000400122,1.08E-06,5.57E-05
intense uptake,NA,notes,0.000392858,2.75E-06,8.58E-05
interagency,NA,notes,0.001385731,3.91E-06,3.99E-05
intermediate grade,NA,notes,-0.002171104,3.73E-06,7.98E-05
internal ear,NA,notes,0.000355292,1.26E-06,2.25E-05
interpretation ecg,NA,notes,-0.003999139,1.79E-07,4.15E-06
interpretation ventilatory,NA,notes,-0.008827282,1.60E-07,3.54E-06
intervention,NA,notes,0.008965683,7.51E-05,0.000378755
intervention na,NA,notes,0.000352807,1.31E-06,1.12E-05
interventional,NA,notes,-0.008693481,0.000123711,0.000671144
interviewer,NA,notes,0.006755244,3.44E-06,6.06E-05
into muscle,NA,notes,-0.01392413,1.22E-05,9.46E-05
into the,NA,notes,-0.002474631,0.00014608,0.000635423
intracranial,NA,notes,0.004609626,0.00011817,0.001289946
intravenous continuous,NA,notes,0.006770412,2.60E-05,0.000139325
intravenous qhs,NA,notes,-0.003508446,4.92E-07,9.14E-06
invade,NA,notes,0.013271528,2.06E-05,0.000213964
invasive breast,NA,notes,-0.001592889,1.33E-06,3.97E-05
invasive ductal,NA,notes,0.005834455,2.39E-05,0.0001893
invasive mucinous,NA,notes,0.00488193,1.06E-06,3.98E-05
investigations,NA,notes,-0.009604028,2.10E-06,6.20E-05
involvement,NA,notes,-0.015676798,0.000181827,0.000728807
ip,NA,notes,0.006633431,1.63E-05,0.00033202
ipratropium,NA,notes,-0.00378904,3.25E-06,4.44E-05
ipratropiumalbuterol,NA,notes,-0.005311051,1.15E-06,2.67E-05
irinotecan,NA,notes,-0.009163408,4.00E-05,0.000435459
is,NA,notes,-9.96E-05,0.000843643,0.002806598
isodose,NA,notes,-0.005325434,3.09E-05,0.000324944
isodose line,NA,notes,-0.002113008,1.42E-05,0.000175976
issue datetime,NA,notes,0.001882463,1.82E-06,2.41E-05
istat,NA,notes,0.000443748,3.52E-05,0.000536226
ita,NA,notes,-0.004520618,0.000656551,0.002223885
itch,NA,notes,0.001091588,2.25E-05,0.00021263
iv meds,NA,notes,0.006431778,6.18E-06,7.13E-05
iv out,NA,notes,-0.000467369,1.26E-05,7.94E-05
iv qsixhrs,NA,notes,-0.00562349,1.90E-07,8.69E-06
iv squamous,NA,notes,-0.001286768,9.60E-07,3.63E-05
iv tube,NA,notes,0.010460681,2.97E-06,8.59E-05
ivc,NA,notes,-0.002897824,4.09E-05,0.000442788
ivf,NA,notes,-0.008660864,2.99E-05,0.000236238
ivor,NA,notes,-0.001223002,2.07E-06,5.70E-05
ivpb mg,NA,notes,0.009858067,3.38E-06,3.62E-05
ivpb premix,NA,notes,-0.000119485,2.31E-07,6.90E-06
jaundice,NA,notes,-0.010204339,3.32E-05,0.000270884
jaundiced,NA,notes,-0.006681458,2.62E-06,7.90E-05
jejunostomy,NA,notes,0.00053964,3.24E-06,6.92E-05
jejunum,NA,notes,0.000896925,6.07E-06,9.93E-05
joint,NA,notes,0.024305942,0.000148621,0.000863359
jp,NA,notes,0.003578632,2.64E-05,0.000211341
jtube,NA,notes,0.007389462,2.90E-06,0.000110568
junction adenocarcinoma,NA,notes,-0.007444805,1.79E-06,5.25E-05
kappa,NA,notes,0.005190539,1.29E-05,0.000198452
kcal seventy,NA,notes,0.008147644,9.97E-08,2.50E-06
kcals kcals,NA,notes,-0.008532018,2.24E-06,2.10E-05
keppra tablet,NA,notes,-0.012137193,3.47E-07,8.61E-06
keratosis,NA,notes,-0.00169125,9.99E-06,0.000125317
ketorolac toradol,NA,notes,0.006246945,1.00E-06,1.54E-05
kg lb,NA,notes,0.00378079,9.32E-05,0.000398034
kgmtwo general,NA,notes,0.001637718,1.79E-05,0.000105074
kidney stone,NA,notes,0.003848683,1.18E-05,0.000150072
klebsiella bacteremia,NA,notes,0.003541814,1.39E-07,7.22E-06
knee,NA,notes,0.004423731,0.000150231,0.000908889
know mets,NA,notes,0.001180439,7.20E-07,3.04E-05
known,NA,notes,-0.00013854,0.000241477,0.000987712
known metastatic,NA,notes,-0.004146026,7.72E-06,0.00017595
kps ninety,NA,notes,0.00390755,1.15E-05,9.34E-05
kps onehundred,NA,notes,0.015636861,4.66E-06,5.82E-05
kps seventy,NA,notes,-0.016946265,3.63E-06,4.96E-05
kps sixty,NA,notes,-0.019646045,1.05E-06,2.70E-05
krill,NA,notes,0.020183578,6.66E-07,1.71E-05
kul ten,NA,notes,-0.006846288,8.45E-07,1.79E-05
kx,NA,notes,0.010569533,1.01E-06,2.82E-05
lab draw,NA,notes,-0.006593973,0.000146162,0.000897733
lab flexible,NA,notes,-0.004994148,5.62E-07,1.44E-05
lab gastrostomy,NA,notes,-0.003992742,2.48E-07,1.38E-05
lab nephroureteral,NA,notes,0.001197581,1.03E-06,3.87E-05
lab order,NA,notes,0.016035672,6.10E-05,0.00095205
lab thoracentesis,NA,notes,-0.010365278,3.53E-07,1.01E-05
laboratory investigations,NA,notes,-0.011553458,1.68E-06,3.16E-05
labs total,NA,notes,0.001097761,1.22E-06,1.86E-05
lactate,NA,notes,0.002495243,1.25E-05,0.00015531
lactic,NA,notes,-0.007036846,1.87E-06,3.48E-05
lactic acidosis,NA,notes,-0.005770498,2.99E-07,1.04E-05
lactobacillus acidophilus,NA,notes,0.010713484,2.49E-06,3.32E-05
lactulose,NA,notes,-0.002963116,1.06E-05,0.000166206
lactulose twenty,NA,notes,0.010982908,2.99E-07,9.35E-06
laminectomy fusion,NA,notes,-0.003206785,7.51E-07,3.32E-05
lamotrigine lamictal,NA,notes,-0.004141296,8.12E-07,1.89E-05
lanreotide,NA,notes,0.004566678,2.02E-05,0.000440265
lansoprazole prevacid,NA,notes,-0.000179981,2.45E-06,3.76E-05
laparoscopic,NA,notes,0.004871199,8.10E-05,0.000435756
laparoscopic hysterectomy,NA,notes,0.005903276,4.73E-06,7.68E-05
laparotomy and,NA,notes,-0.012999014,3.72E-06,7.24E-05
laparotomy with,NA,notes,-0.003261235,1.11E-05,9.59E-05
lar,NA,notes,-0.006298251,4.14E-05,0.000562425
lar with,NA,notes,0.006732384,2.97E-06,4.98E-05
large,NA,notes,-0.01619762,0.000448669,0.001366632
large mass,NA,notes,-0.003372554,1.56E-05,0.000238221
lasix,NA,notes,0.000376835,6.14E-05,0.00049407
lbo,NA,notes,0.003508784,5.31E-07,2.95E-05
ldl onehundred,NA,notes,-0.00020937,3.20E-05,0.000413603
le edema,NA,notes,0.005398915,1.19E-05,0.000101128
learning cognition,NA,notes,-0.002085298,3.88E-07,6.01E-06
learning language,NA,notes,0.005958608,3.37E-07,4.84E-06
leave at,NA,notes,-0.003179599,5.08E-06,0.000143573
left hemithorax,NA,notes,-0.00213963,1.11E-05,0.00028113
left tentwenty,NA,notes,-0.006800161,1.32E-06,2.78E-05
leptomeningeal,NA,notes,-0.002107397,1.90E-05,0.000313065
leptomeningeal disease,NA,notes,-0.009203577,5.88E-06,0.000176176
leptomeningeal spread,NA,notes,-0.003670992,1.12E-06,3.35E-05
lesion excision,NA,notes,-0.005841425,1.12E-06,2.82E-05
less than,NA,notes,0.009010344,8.70E-05,0.000453248
lethargic,NA,notes,-0.001610616,2.38E-06,6.10E-05
letrozole,NA,notes,0.008632998,3.32E-05,0.000336208
leukocytosis,NA,notes,0.001106517,9.10E-06,7.97E-05
level none,NA,notes,-0.00414558,1.22E-07,3.91E-06
levemir,NA,notes,-4.33E-05,5.68E-06,0.000152271
liaison,NA,notes,-0.000959139,6.42E-06,0.000114476
lidex zero,NA,notes,-0.00229273,4.07E-06,5.43E-05
lie,NA,notes,0.0055051,2.19E-05,0.000192585
lie in,NA,notes,-0.000756367,3.32E-06,7.60E-05
lifelong,NA,notes,0.008511117,3.60E-06,5.23E-05
ligation hx,NA,notes,0.023688223,1.32E-06,2.74E-05
likely lung,NA,notes,-0.001245901,1.47E-06,8.41E-05
likely twotwo,NA,notes,0.003506362,4.69E-06,4.75E-05
limit,NA,notes,4.31E-05,0.000167662,0.000708075
limited,NA,notes,-0.007106551,0.000109848,0.000690111
linesdrainsairways,NA,notes,0.011693887,2.00E-05,0.0001122
lipitor,NA,notes,0.004761684,5.81E-05,0.00052793
liquid,NA,notes,0.01290817,6.90E-05,0.000397099
liquid meal,NA,notes,-0.017125702,9.02E-07,1.33E-05
liquid take,NA,notes,-0.000529523,1.13E-06,4.18E-05
lisinopril,NA,notes,0.003084188,7.54E-05,0.000517133
liter,NA,notes,-0.006309322,2.20E-05,0.000243538
lithotomy,NA,notes,0.006244376,7.55E-06,0.000123957
liver and,NA,notes,-0.006336445,8.22E-05,0.000725436
liver brain,NA,notes,-0.005423425,6.27E-07,2.58E-05
liver failure,NA,notes,-0.006191277,2.21E-06,5.95E-05
liver lung,NA,notes,-0.007994046,5.74E-06,8.38E-05
liver lymph,NA,notes,-0.009008691,1.28E-06,3.89E-05
liver mass,NA,notes,-0.01114633,2.48E-05,0.000257058
liver partial,NA,notes,-0.00017035,5.60E-06,6.40E-05
liver resection,NA,notes,0.012986326,2.80E-05,0.000287776
liver transplant,NA,notes,0.010616086,1.52E-05,0.000248669
lle dvt,NA,notes,0.001766332,8.89E-07,2.23E-05
lobectomy,NA,notes,0.025509482,9.49E-05,0.000947451
long act,NA,notes,-0.01916213,1.92E-06,5.49E-05
longterm current,NA,notes,-0.002485006,1.59E-06,4.66E-05
lonsurf,NA,notes,-0.004486999,3.14E-06,0.000115137
lorazepam,NA,notes,-0.011405031,7.00E-05,0.0004016
lorazepam ativan,NA,notes,-0.001897825,4.83E-05,0.000167054
lovenox,NA,notes,0.000621908,6.96E-05,0.000490965
low lobe,NA,notes,0.012446471,0.000233832,0.001254757
lower,NA,notes,0.000721013,0.000303503,0.001350323
ltfour,NA,notes,0.010927664,3.29E-05,0.00060965
lumen placement,NA,notes,0.007555135,7.66E-07,1.20E-05
lung,NA,notes,-0.018104715,0.001096243,0.002574113
lung adrenal,NA,notes,0.000524492,2.78E-07,1.30E-05
lung and,NA,notes,-0.005276037,4.82E-05,0.000379318
lung bone,NA,notes,-0.005397704,2.16E-06,4.05E-05
lung cancer,NA,notes,-0.024349863,0.000135476,0.000693326
lung liver,NA,notes,-0.022124236,8.13E-06,0.00014159
lung sound,NA,notes,-0.000554395,5.32E-06,8.30E-05
lungs decreased,NA,notes,-0.009912282,2.38E-06,3.71E-05
lupron,NA,notes,0.016199658,0.000254581,0.002105157
lupus,NA,notes,0.015713543,4.75E-06,8.64E-05
lym seven,NA,notes,-0.006871504,1.23E-06,1.58E-05
lym ten,NA,notes,0.008530959,2.06E-05,9.83E-05
lym thirty,NA,notes,0.000610291,1.16E-05,8.06E-05
lymphangitic,NA,notes,-0.005289195,1.52E-05,0.0002076
lymphangitic spread,NA,notes,-0.007193649,4.70E-06,8.61E-05
lymphoblastic leukemia,NA,notes,-0.001632378,7.04E-07,2.43E-05
lymphocyte,NA,notes,0.002778132,9.34E-05,0.000326914
lymphocyte forty,NA,notes,0.005393432,2.05E-06,2.66E-05
lymphocyte thirty,NA,notes,0.000369827,7.27E-06,5.55E-05
lymphocyte twenty,NA,notes,-0.001663313,1.39E-05,7.61E-05
lymphoma,NA,notes,0.021528134,0.000151576,0.00102799
lymphoplasmacytic,NA,notes,0.009453642,3.40E-06,8.45E-05
lymphoplasmacytic lymphoma,NA,notes,0.009357736,2.85E-06,7.58E-05
lysine,NA,notes,0.007321065,7.54E-07,2.02E-05
macroglobulinemia,NA,notes,0.016491937,5.26E-06,0.00014012
magnesia po,NA,notes,-0.01026304,6.88E-07,1.80E-05
magnesium po,NA,notes,0.015724324,5.10E-06,5.50E-05
magox mg,NA,notes,-0.008955004,1.33E-06,2.42E-05
mail,NA,notes,0.011891606,0.000203115,0.00164868
main portal,NA,notes,0.002947179,5.12E-06,0.000142533
maintenance cycle,NA,notes,0.014728261,7.84E-07,2.42E-05
male breast,NA,notes,0.005370339,8.64E-07,2.55E-05
male with,NA,notes,0.000191271,0.000213763,0.000572794
malignant,NA,notes,0.0007475,0.000155781,0.000622335
malignant sbo,NA,notes,0.006659909,1.27E-07,6.95E-06
malnutrition,NA,notes,0.011837158,7.57E-06,0.000147626
mammoplasty,NA,notes,0.011866885,6.95E-07,1.86E-05
man with,NA,notes,-0.002717135,6.78E-05,0.00033202
management by,NA,notes,0.010105209,1.40E-05,0.000201213
management outcome,NA,notes,0.001065678,2.12E-06,4.26E-05
mania,NA,notes,0.006192948,4.00E-07,1.19E-05
mantle,NA,notes,0.01335912,8.66E-06,0.000187116
marginal zone,NA,notes,0.02337454,1.53E-05,0.00024753
marinol two,NA,notes,-0.005139856,1.14E-06,2.47E-05
marked,NA,notes,-0.003153478,6.40E-05,0.000484954
mass,NA,notes,-0.015131306,0.001559603,0.002823496
masses,NA,notes,0.000832339,5.69E-05,0.000656492
mca stroke,NA,notes,0.003580712,2.68E-07,1.72E-05
mcg patch,NA,notes,0.005102485,1.56E-06,4.85E-05
mcgactuation hfa,NA,notes,-0.00142275,8.18E-06,7.08E-05
mcgactuation spsn,NA,notes,-0.002308449,1.10E-05,0.000102866
mcghr one,NA,notes,0.000831317,1.14E-06,2.08E-05
mcl,NA,notes,0.005750557,1.97E-06,5.94E-05
mcv seventy,NA,notes,0.007946237,5.78E-06,5.74E-05
md palliative,NA,notes,0.003434852,6.89E-07,1.42E-05
md schedule,NA,notes,0.01646102,3.20E-06,8.94E-05
md sent,NA,notes,0.005070324,7.85E-05,0.000704349
mdd,NA,notes,0.005988651,9.87E-07,2.85E-05
meals bedtime,NA,notes,-0.007508999,9.73E-07,1.60E-05
mean,NA,notes,0.006156201,3.03E-05,0.000258724
mechanical soft,NA,notes,0.002076678,1.37E-06,2.71E-05
med attending,NA,notes,-0.00256234,4.20E-07,1.12E-05
mediastinal,NA,notes,-0.000390768,0.000217803,0.001097029
medication,NA,notes,0.006474295,0.00126741,0.002258889
medication or,NA,notes,-0.002722924,6.49E-06,0.000124681
medication sig,NA,notes,0.013353001,0.000186319,0.000325811
medications hydromorphone,NA,notes,-0.001699581,2.07E-07,7.00E-06
medications prior,NA,notes,-0.001323363,1.09E-05,9.74E-05
mediport,NA,notes,-0.010244789,0.000171971,0.001218591
mediportsingle lumen,NA,notes,-0.003415983,8.29E-06,5.61E-05
meet,NA,notes,-0.004627628,0.000148464,0.000688619
meet with,NA,notes,0.002763653,5.91E-05,0.000443052
megace,NA,notes,-0.005725531,2.25E-05,0.00037418
megace oral,NA,notes,0.001003849,3.54E-07,1.12E-05
megestrol megace,NA,notes,0.004218087,4.33E-06,5.28E-05
melatonin sublingual,NA,notes,-0.003230913,2.64E-07,6.36E-06
memantine namenda,NA,notes,0.006594925,7.54E-07,2.37E-05
meningeal,NA,notes,-0.008169803,1.58E-06,6.56E-05
menone,NA,notes,0.016797328,4.21E-06,9.51E-05
mental status,NA,notes,0.001661235,3.20E-05,0.000172943
mepilex,NA,notes,-0.00281536,2.18E-06,4.54E-05
meql at,NA,notes,0.011634703,1.50E-07,5.07E-06
meropenem merrem,NA,notes,-0.003862665,3.15E-07,7.09E-06
merrem,NA,notes,-0.003046729,3.71E-07,7.90E-06
merrem mg,NA,notes,-0.004644042,2.21E-07,5.45E-06
mesothelioma sp,NA,notes,0.000343241,3.72E-07,1.62E-05
message,NA,notes,0.007691198,0.000967336,0.003381565
message from,NA,notes,0.01010643,0.000120724,0.000774203
metabolically,NA,notes,0.020599881,0.000101197,0.001121987
metastases,NA,notes,-0.016482873,0.000272737,0.001617225
metastasis,NA,notes,-0.010208542,0.001029501,0.002902731
metastasis four,NA,notes,-0.002241798,1.27E-05,0.000209711
metastasis six,NA,notes,-0.012236027,1.39E-06,5.42E-05
metastatic,NA,notes,-0.02039187,0.002032821,0.00394563
metastatic bladder,NA,notes,0.003165058,2.50E-06,6.07E-05
metastatic cancer,NA,notes,-0.003115829,1.27E-05,0.000172549
